Unnamed: 0,open,high,low,close,volume,close_normalized,SMA_20,EMA_20,close_lag1,close_lag3
2024-10-18 19:59:00,232.31,232.31,232.31,232.31,1,0.3242899586266452,,232.31,,
2024-10-18 19:56:00,232.31,232.31,232.31,232.31,5,0.3242899586266452,,232.31,232.31,
2024-10-18 19:54:00,232.37,232.4,232.37,232.4,202,0.5773690772523893,,232.31857142857143,232.31,
2024-10-18 19:50:00,232.3,232.3,232.3,232.3,5,0.29617005655714473,,232.31680272108844,232.4,232.31
2024-10-18 19:46:00,232.34,232.34,232.3,232.3,5,0.29617005655714473,,232.31520246193713,232.3,232.31
2024-10-18 19:45:00,232.4,232.4,232.4,232.4,20,0.5773690772523893,,232.3232784179431,232.3,232.4
2024-10-18 19:43:00,232.4,232.4,232.4,232.4,25,0.5773690772523893,,232.33058523528186,232.4,232.3
2024-10-18 19:33:00,232.3987,232.3987,232.3987,232.3987,1,0.5737134899833094,,232.3370723557312,232.4,232.3
2024-10-18 19:32:00,232.28,232.28,232.28,232.28,25,0.23993025241806387,,232.33163689328063,232.3987,232.4
2024-10-18 19:14:00,232.4,232.4,232.21,232.21,75,0.04309093793140073,,232.3200524272539,232.28,232.4
2024-10-18 19:12:00,232.4,232.4,232.4,232.4,50,0.5773690772523893,,232.32766648180115,232.21,232.3987
2024-10-18 19:07:00,232.36,232.36,232.36,232.36,2,0.46488946897430744,,232.33074586448677,232.4,232.28
2024-10-18 19:04:00,232.4,232.4,232.39,232.39,133,0.5492491751828088,,232.33638911548803,232.36,232.21
2024-10-18 19:00:00,232.2,232.2,232.2,232.2,1456940,0.014971035861820338,,232.32339967591773,232.39,232.4
2024-10-18 18:57:00,232.35,232.35,232.35,232.35,3,0.436769566904727,,232.32593304011604,232.2,232.36
2024-10-18 18:56:00,232.35,232.35,232.35,232.35,25,0.436769566904727,,232.32822513153357,232.35,232.39
2024-10-18 18:46:00,232.4497,232.4497,232.4497,232.4497,100,0.7171249905379377,,232.3397941666256,232.35,232.2
2024-10-18 18:45:00,232.4,232.4,232.4,232.4,1,0.5773690772523893,,232.3455280555184,232.4497,232.35
2024-10-18 18:33:00,232.44,232.44,232.44,232.44,25,0.6898486855304711,,232.35452538356427,232.4,232.35
2024-10-18 18:30:00,232.2,232.2,232.2,232.2,1456940,0.014971035861820338,232.34242,232.33980868036767,232.44,232.4497
2024-10-18 18:28:00,232.21,232.21,232.21,232.21,50,0.04309093793140073,232.33741999999998,232.32744594890406,232.2,232.4
2024-10-18 18:17:00,232.47,232.5,232.45,232.45,1096,0.7179685875999715,232.34441999999999,232.33911776329415,232.21,232.44
2024-10-18 18:16:00,232.47,232.47,232.47,232.47,55,0.7742083917390524,232.34792,232.3515827382185,232.45,232.2
2024-10-18 18:15:00,232.46,232.47,232.46,232.47,65,0.7742083917390524,232.35642,232.36286057267387,232.47,232.21
2024-10-18 18:09:00,232.47,232.47,232.47,232.47,6,0.7742083917390524,232.36491999999998,232.3730643276573,232.47,232.45
2024-10-18 17:59:00,232.47,232.47,232.25,232.25,5,0.15557054620948255,232.35742,232.36134391549945,232.47,232.47
2024-10-18 17:50:00,232.4,232.4,232.4,232.4,1,0.5773690772523893,232.35742,232.36502544735663,232.25,232.47
2024-10-18 17:49:00,232.4,232.4,232.4,232.4,2,0.5773690772523893,232.357485,232.36835635713217,232.4,232.47
2024-10-18 17:27:00,232.2,232.2,232.2,232.2,1,0.014971035861820338,232.353485,232.35232241835766,232.4,232.25
2024-10-18 17:26:00,232.47,232.47,232.47,232.47,2,0.7742083917390524,232.366485,232.36352980708548,232.2,232.4
2024-10-18 17:25:00,232.466,232.466,232.25,232.25,7,0.15557054620948255,232.358985,232.3527174445059,232.47,232.4
2024-10-18 17:20:00,232.47,232.47,232.47,232.47,2,0.7742083917390524,232.364485,232.3638872116958,232.25,232.2
2024-10-18 17:18:00,232.25,232.25,232.25,232.25,10,0.15557054620948255,232.357485,232.35304081058192,232.47,232.47
2024-10-18 17:17:00,232.48,232.48,232.48,232.48,2,0.8023282938085529,232.37148499999998,232.36513216195505,232.25,232.25
2024-10-18 17:16:00,232.2,232.2,232.2,232.2,3300,0.014971035861820338,232.363985,232.34940528938787,232.48,232.47
2024-10-18 17:12:00,232.2,232.2,232.2,232.2,50,0.014971035861820338,232.35648500000002,232.33517621420808,232.2,232.25
2024-10-18 17:00:00,232.5,232.5,232.2,232.2,19,0.014971035861820338,232.344,232.32230228904538,232.2,232.48
2024-10-18 16:59:00,232.5,232.5,232.5,232.5,25,0.8585680979476337,232.349,232.33922588056487,232.2,232.2
2024-10-18 16:58:00,232.5,232.5,232.5,232.5,2,0.8585680979476337,232.352,232.35453770146344,232.5,232.2
2024-10-18 16:55:00,232.5,232.5,232.4,232.4,51,0.5773690772523893,232.362,232.35886744418121,232.5,232.2
2024-10-18 16:54:00,232.41,232.41,232.4,232.4,600,0.5773690772523893,232.37150000000003,232.36278483044967,232.4,232.5
2024-10-18 16:53:00,233.0,233.0,233.0,233.0,1,2.264563201423936,232.39900000000003,232.42347198945447,232.4,232.5
2024-10-18 16:50:00,232.21,232.21,232.21,232.21,2,0.04309093793140073,232.38600000000002,232.40314132379214,233.0,232.4
2024-10-18 16:48:00,232.75,232.8,232.75,232.8,7,1.702165160033447,232.4025,232.4409373881929,232.21,232.4
2024-10-18 16:47:00,232.88,232.88,232.88,232.88,1,1.9271243765896107,232.42299999999994,232.48275287503168,232.8,233.0
2024-10-18 16:46:00,232.22,232.22,232.2,232.2,51,0.014971035861820338,232.4205,232.45582402979056,232.88,232.21
2024-10-18 16:44:00,232.2,232.2,232.2,232.2,2,0.014971035861820338,232.4105,232.43145983647716,232.2,232.8
2024-10-18 16:40:00,232.24,232.24,232.24,232.24,3,0.12745064413998206,232.4025,232.41322556633648,232.2,232.88
2024-10-18 16:39:00,232.5,232.5,232.2,232.2,187157,0.014971035861820338,232.4025,232.3929183695425,232.24,232.2
2024-10-18 16:36:00,232.6,232.72,232.51,232.72,20,1.4772059434772036,232.41500000000002,232.42406900101466,232.2,232.2
2024-10-18 16:34:00,232.2,232.2,232.2,232.2,20,0.014971035861820338,232.4125,232.4027290961561,232.72,232.24
2024-10-18 16:33:00,232.2,233.0,232.2,233.0,2,2.264563201423936,232.439,232.45961203937935,232.2,232.2
2024-10-18 16:31:00,233.0,233.0,233.0,233.0,1,2.264563201423936,232.4765,232.51107755943843,233.0,232.72
2024-10-18 16:30:00,232.21,232.21,232.21,232.21,2,0.04309093793140073,232.46300000000002,232.48240350615856,233.0,232.2
2024-10-18 16:27:00,232.22,232.22,232.22,232.22,40,0.07121084000090121,232.464,232.4574126960482,232.21,233.0
2024-10-18 16:23:00,232.46,232.46,232.46,232.46,1,0.7460884896695519,232.477,232.45765910594838,232.22,233.0
2024-10-18 16:21:00,233.0,233.0,233.0,233.0,4,2.264563201423936,232.517,232.5093106196676,232.46,232.21
2024-10-18 16:20:00,232.2,232.2,232.0142,232.0142,1705,-0.5074967445899747,232.49271,232.4621572273183,233.0,232.22
2024-10-18 16:19:00,232.2,232.2,232.2,232.2,68590,0.014971035861820338,232.47770999999997,232.43718987233558,232.0142,232.46
2024-10-18 16:18:00,232.11,232.11,232.1,232.1,36,-0.26622798483342414,232.46271000000002,232.40507655116076,232.2,233.0
2024-10-18 16:17:00,232.2,232.2,232.2,232.2,7,0.014971035861820338,232.45270999999997,232.3855454510502,232.1,232.0142
2024-10-18 16:16:00,232.19,232.2,232.19,232.2,27,0.014971035861820338,232.41270999999998,232.36787445571207,232.2,232.2
2024-10-18 16:15:00,232.2,232.2,232.2,232.2,2,0.014971035861820338,232.41221000000002,232.3518864123109,232.2,232.1
2024-10-18 16:14:00,232.2,232.2,232.2,232.2,58,0.014971035861820338,232.38221,232.33742103970985,232.2,232.2
2024-10-18 16:13:00,232.08,232.08,232.08,232.08,186,-0.3224677889724251,232.34221000000002,232.31290475021368,232.2,232.2
2024-10-18 16:12:00,232.07,232.08,232.07,232.08,46,-0.3224677889724251,232.33621,232.29072334543142,232.08,232.2
2024-10-18 16:10:00,232.2,232.2,232.2,232.2,1456940,0.014971035861820338,232.33621,232.2820830268189,232.08,232.2
2024-10-18 16:09:00,232.05,232.05,232.05,232.05,21,-0.4068274951810064,232.32671,232.25997988140756,232.2,232.08
2024-10-18 16:06:00,232.05,232.05,232.05,232.05,1,-0.4068274951810064,232.31921000000003,232.23998179746397,232.05,232.08
2024-10-18 16:05:00,232.45,232.45,232.06,232.06,431,-0.378707593111506,232.28620999999998,232.22284067389597,232.05,232.2
2024-10-18 16:04:00,232.8,232.8,232.8,232.8,30,1.702165160033447,232.31621,232.27780822876304,232.06,232.05
2024-10-18 16:03:00,232.2,232.9,232.2,232.2,19733,0.014971035861820338,232.27621,232.27039792126178,232.8,232.05
2024-10-18 16:02:00,232.2,232.2,232.04,232.2,9244,0.014971035861820338,232.23621000000003,232.26369335733207,232.2,232.06
2024-10-18 16:01:00,232.2,232.21,232.0,232.2,31739,0.014971035861820338,232.23571,232.25762732330043,232.2,232.8
2024-10-18 16:00:00,232.22,232.87,231.38,232.2,3008780,0.014971035861820338,232.23471,232.2521390067956,232.2,232.2
2024-10-18 15:59:00,231.94,232.27,231.94,232.09,208353,-0.2943478869029246,232.21621,232.2366971966246,232.2,232.2
2024-10-18 15:58:00,231.9701,232.01,231.895,231.93,50149,-0.7442663200153318,232.16270999999998,232.20748793980317,232.09,232.2
2024-10-18 15:57:00,231.91,232.02,231.9,231.99,37207,-0.5755469075981691,232.16150000000002,232.18677480267905,231.93,232.2
2024-10-18 15:56:00,231.91,231.93,231.87,231.915,20862,-0.7864461731196624,232.14725000000004,232.1608914881382,231.99,232.09
2024-10-18 15:55:00,232.06,232.065,231.91,231.92,27888,-0.7723862220849121,232.13825000000003,232.13794944164886,231.915,231.93
2024-10-18 15:54:00,232.055,232.08,231.98,232.08,17691,-0.3224677889724251,232.13225000000003,232.1324304472061,231.92,231.99
2024-10-18 15:53:00,232.11,232.18,232.025,232.025,23682,-0.47712725035483755,232.1235,232.12219897604362,232.08,231.915
2024-10-18 15:52:00,231.938,232.087,231.916,232.08,13487,-0.3224677889724251,232.11749999999998,232.11818002594424,232.025,231.92
2024-10-18 15:51:00,231.88,231.92,231.85,231.91,13302,-0.8005061241544127,232.10299999999998,232.0983533568067,232.08,232.08
2024-10-18 15:50:00,231.7,231.92,231.7,231.92,15699,-0.7723862220849121,232.09499999999997,232.08136732282514,231.91,232.025
2024-10-18 15:49:00,231.77,231.77,231.65,231.685,9999,-1.4332039207187328,232.07525,232.04361805398466,231.92,232.08
2024-10-18 15:48:00,231.775,231.799,231.74,231.76,10026,-1.2223046551973193,232.05325000000002,232.01660681074802,231.685,231.91
2024-10-18 15:47:00,231.7213,231.8,231.72,231.78,7919,-1.1660648510582385,232.03975,231.994072828772,231.76,231.92
2024-10-18 15:46:00,231.54,231.68,231.534,231.68,7003,-1.447263871753483,232.02125,231.9641611307937,231.78,231.685
2024-10-18 15:45:00,231.48,231.54,231.45,231.54,6416,-1.8409425007268891,231.99525000000003,231.92376483262288,231.68,231.76
2024-10-18 15:44:00,231.495,231.535,231.47,231.49,8836,-1.9815420110744715,231.92975,231.8824538961826,231.54,231.78
2024-10-18 15:43:00,231.47,231.53,231.455,231.49,5430,-1.9815420110744715,231.89425,231.84507733464142,231.49,231.68
2024-10-18 15:42:00,231.5,231.539,231.43,231.46,6696,-2.0659017172830527,231.85724999999996,231.8084033027708,231.49,231.54
2024-10-18 15:41:00,231.58,231.6,231.5,231.515,8564,-1.9112422559007203,231.823,231.78046013107837,231.46,231.49
2024-10-18 15:40:00,231.5801,231.62,231.524,231.565,8823,-1.770642745553058,231.79125,231.75994011859473,231.515,231.49
2024-10-18 15:39:00,231.485,231.64,231.485,231.61,7260,-1.644103186240146,231.76724999999996,231.74566010729998,231.565,231.46
2024-10-18 15:38:00,231.48,231.53,231.48,231.485,6444,-1.9956019621092216,231.74500000000003,231.72083533517616,231.61,231.515
2024-10-18 15:37:00,231.45,231.49,231.44,231.49,6105,-1.9815420110744715,231.71999999999997,231.69885101754033,231.485,231.565
2024-10-18 15:36:00,231.39,231.42,231.365,231.42,5894,-2.1783813255612143,231.69525,231.67229377777457,231.49,231.61
2024-10-18 15:35:00,231.41,231.448,231.37,231.375,6185,-2.3049208848740466,231.66799999999998,231.64398008465318,231.42,231.485
